path,blob_sha,sha256,bytes,lines,binary,category,subsystem,inspected,findings,disposition,evidence,audit_head_sha
.claude/skills/impeccable/reference/critique.md,3e526fa4d922c0ff344a67cb4e1ab1163ba92ce0,69422a81a44f9d1f8d9685be980fe28b4abae94565d1e45978529dbc2f778122,36178,767,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/delight.md,4ff8ca93cba4d21ebb8571735826a2611ec44ec4,045993f60f0c9fb6a81def8015876537543ae0578d6f0db590430a71bab19383,9734,302,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/distill.md,72d7c0076986b31363a0174109482a23a7d3ce04,96c90dd10f6e870529594ece28b84d9cfbafe79b890dcc062f9574ede5d03b4c,5647,111,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/document.md,3f42f319c3e884069a87657bdfdb0c0f41e06c59,028c669e87a2c747a19e2e822463a43521476283160a0d854c6e8547e2f1db80,27856,429,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/extract.md,6783a970c330d75cec2acfd064b07f1f26b3fb5e,32f33c58b7b213ecf88e05b6dcfac6c7f96956b84db5694ddb6e1e0f1b307072,3338,69,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/harden.md,f06e40ad8d2df981ce4c174fe55bfc4b44a7dc9b,c72525acf34d5a5e1999ed7c8d6d9589a3da0d3a9d9668bf36f897a732bd8dde,8594,347,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/hooks.md,9f52c7897b8c55016191bc34942cd3135190e7d2,137f197552da9a931de90de8725137060fdcc798abc78e3d19aafd016929fd3c,8483,90,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/init.md,db6bacb22f1c0a63adffc3d265be11ce095abdb8,b1255e0b9a74e6682c4a7f338308b3f9d7dc984421961ee24f7daef538bff793,12664,172,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/interaction-design.md,c42c9d8100b3fb28133dbcabdb468f446d6bcfa5,ca0b4a91bd380095b6a53c66f524f53efe741e536938af65f9cc184075e83ed3,6575,189,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/layout.md,8765978b09168c59d208b9a6c63a8d267d48cc12,008c7ab62cd3dff08e580af2f56316481aba2b4a8bf31797997c35abd67023aa,8675,161,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/live.md,8c2cccd0a616e0f4f0527ca43777e34d681c7730,ee09a05551efb8a32afdb8e19f16f561a37a620e91e7e27816a51a54ce47acce,59911,718,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/onboard.md,d6a6de372d527d232c60f8317a077b5c5405b927,9a2c08ee2516d2ee87129e7ebe6a0895f9990c9852d1f6fa7e70be9a6a88a659,7740,234,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/optimize.md,57bfb11c8d7b93826eb407dcf110cb1347368d29,73745e94cd4a42653165a89b8c512764a036daae8e5b6da1774b4ddc1659516d,7599,258,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/overdrive.md,204dab86c88c56cdf1a46f3f585710185e06c93d,c658bcb4d6f61cb8c74fc8acea8cdded3748102420c9d4952284d536e482811b,9046,130,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/polish.md,22c18c1571385c29cd8ac12672df118ddc95604c,4619c18cdc1f6a873b02d0c1966107980e9dfe4c0693d1631aaceaac67b16b7f,12955,241,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/product.md,2ca462350362dca84b761764f2d5697a24a5f2da,9ea8cc99ec208f4c1addc66369980ec6ee2a0ae7732aa8f14672aeed3418b6aa,3758,60,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/quieter.md,d1eddc29f678b16027c9d7bffd1f52a0701e5d54,a1a8d2ba3d795be54b1b91f33f34c921b16a6e96d12733ee49f0ddf0823cfe67,4818,99,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/shape.md,c76d258123495f8307abb8587547e6f60c61c605,2e8e4105dd7a4c1a4de1f2f0d19d01eb3ab8013b81dc67aef69bfe59b6e6f5fb,11337,165,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/reference/typeset.md,5f5e0c2c00c6c30002c3fac7fc4b6224c337c7c7,0b100914169f223ea74446ea00bacd81bd3fca8c2cf0227562c89b3b4229c149,14276,279,text,documentation,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/command-metadata.json,83796d54b6bd7ba22f54c288c64574baffe1758b,759cc4028134797401d8050aa97c111bfc5ece9db1caba92df24e01ff7ba743d,8003,94,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/context-signals.mjs,f631d756108412740ef478e7920003e1b82c12ca,7846ab9d3f71171b041bd9090b34136686589d53ff87bdc91313f3cee1702ff9,8061,225,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/context.mjs,adf03e0d4bf73d82ae4755d01db9698a5e8619df,d3a9254e5375e09b2ee12724dd9d5738d9b311b638ad2bce01563737d7eadcba,34520,961,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/critique-storage.mjs,645628c8c1dc14a0ec4b8f83c6a4187416c9d1ff,0ae2c767ee8e5d7820c3a2a5bc96aeb3721d25fafda54b72e419af9e1775444a,9008,242,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detect-csp.mjs,a13505d23ba3adf679090ce6cd9e20d68bcb12eb,2d80520bef13cb93107699714bc0d2be5a2787a9aa079ecec91b94508a8125a4,6761,198,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detect.mjs,cbc0469549d4a0c7efea5a67a0fdb9b52289a621,f5dfd05ca1e314acd8ed79c6301a20a1b844f2eb6691bd63e04116a8e7efb187,620,21,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/browser/injected/index.mjs,fff811491e7302e932a831f76d28ab11231399d2,4c0fb5155e1eeef365e0c526b9c80ab250392f9fb68156b3acaaba5b1e974a19,76849,1937,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/cli/main.mjs,f70027bc845a2f62897f77d4bb3e0af708df8c0f,1ead1f652d202417351d259161a26a7a36a963b627c3caa5a6d1851ec3eaa677,12350,290,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/design-system.mjs,352148d86b268aec12b440f31a78cc8c187c7da7,6339cb3e13c7d203badc051af5e4deb820f8aaabde82636fc0140521e5534193,24718,750,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/detect-antipatterns-browser.js,b2091c60987d7c1772ffb036facb55bb1bc028fa,3249824c3202202b4f7b40852d7550c1f81b1c758106e2b706148019a4f3df2c,216744,5138,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/detect-antipatterns.mjs,c5bcf064cb9cb7a382463b4cdd2da09e84dac931,f5240e4162b270efafd099b81d315309a6f25a83a887aedf02bf9bcf3ed5c724,1843,50,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/engines/browser/detect-url.mjs,9831663978e47b8362e57e1efb601e4b50e2789a,7ef2274debad8467e9dec97261b1ad2581f221b308c1b4b3fcc501a551080088,9964,277,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/engines/regex/detect-text.mjs,abbdd7b1cebd2c3f97935fe253290ccd9b1461a6,cb9365dce43719483be6831243493356fc6e71d7b960b070d8712aec2b5a8dea,24798,568,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/engines/static-html/css-cascade.mjs,1d873f171cf8cae8dc475041ef68496da157a288,919a55f7f73771e8911ae842f729d700b82c3bd8c991f45900bab5a245b0525f,34390,1015,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/engines/static-html/detect-html.mjs,7c6748e1778c647e240d7d8b6b728f5452eaa1cf,f8729c12ef4b40af1146b516ac02fbdcc61be43052163914e67309f5dad92ee0,10368,234,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/engines/visual/screenshot-contrast.mjs,c9668dbd7a35922bc898873cb9edc2eb748cddf4,b4520b3f001079bd175bf20d46c5197b1b8ec5fb98fdf72c50a24c0b6598ee99,6529,189,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/findings.mjs,5a30b4f75a87717b6cf2f579a75d1b3a9cefff59,555330225cda4da2221e000c2d06abcbbd03c2c0246a5b066b5c81f8057ccce6,363,12,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/node/file-system.mjs,aaa8c6df7c3d205001ca785cf8f64601c6858f37,4004ac034bd6c09419558608b1185271e4ceb741e8edb3b06082af122ac14697,6859,198,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/profile/profiler.mjs,b05fbf3ef1fe255d8f15068deeb6c8a94f4ad7aa,5e201f3557360bd368a3977fecf925f376fd95f8a4dd6c4cc63fbd62848cda43,4550,166,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/registry/antipatterns.mjs,99eb2da0481fb46367ec14ccb7460cc6e3ce382a,414a9b31f49f92068a4a2e82b596cad2771451bf8c6f77c01568839bdfc9a746,18587,448,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/rules/checks.mjs,747d9a10f4489bb5bf73d8c0f041f50750dc4ad8,e6a60371f4b0d2bebb83602293662cf32827d9476e159df9ab51014a04066c1b,115775,2671,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/shared/color.mjs,3d9a126bfb06e54866172b54da85b1de466c2e95,01a68231413473f2c1183e12663ccf8aca26a87d067de75fbf3c21e73b751a83,4512,124,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/shared/constants.mjs,917cbf5046c05e1578b59bf8be46add0c6ab6802,2e61e0815e7216fe74ce89eccfff2761bb72268964d804ee89987119130e4edd,4156,101,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/shared/inline-ignores.mjs,e5d64b18a825e571c22acb5e5865e93dbaaad912,74c80303e25f017b4671ae299b9fca424a5f7714203d19207a8d8896dfd2eecc,6194,148,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/detector/shared/page.mjs,b0f6e1ab532c2019a05ab4f8a46ee31c80522d81,b4cef5548d84fa90d15e6b42b20be9ef74ed05e4e6e46076ec5acc61b343315c,252,7,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/hook-admin.mjs,4a80e334583f553d112da30a9423a78d98bb0edc,3e785f72aaf013abca377668e503f6c8af73a4ad07f1a2e44c6115045b759cdc,24442,661,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/hook-before-edit.mjs,c9d31b5d864148bd32264a30ed5b631f50cfa06b,c68a4931638586b87de5ab8528d52821628cba38dcd7d4f0f988dcdf56a9a86b,16621,476,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/hook-lib.mjs,32232c88b0d62fb5768ec86e7a63f00b33132cb7,841656c94dd8912b6e5b4d908812ec231c468126f35b4fa73dff5f809c4763bb,60906,1632,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/hook.mjs,8f5924976b1e0b758fcd1e8d6b6c16314e7aafdb,6ffed896c9c1e3a8ec9ca0e102f858e34d93f15d6442e35e6eae90908892577c,1999,61,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/lib/design-parser.mjs,a4b9e9483fc8c3aaf723fe361464eb0bce92a805,096747b1225f0b78f6fe155477324c592f4fc38021b7007177e70b2dc55df588,25824,842,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/lib/impeccable-config.mjs,dc1c3d1c43a1742ebd9afc78287349829fcb5111,b8da16081a158d2aa6e86ff4fa74028977ee73e6559eda13e6a068b60123c7cb,21487,638,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/lib/impeccable-paths.mjs,91121dd593fcc252e8c25a74bb01c31c8c3a771f,e8a8fb45408e92e08bdc6cbc5e94c53b42166f7dd468ffeab98b1808dfa09362,4532,128,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/lib/is-generated.mjs,165e1ca8075cdb23512a025da1d8b87ab40523b7,ed5b0b00e99ed385db541c7a068cb85f72456a4b6aa7a5460037d24b58bd90cd,2269,69,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/lib/target-args.mjs,967925a42ee0cee6dbf5aa5282c92f4cfe6efde8,8f8b902d9ec7dbad0431226bb8aea935cd67d68878d19d95a605be0585056f31,1145,42,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-accept.mjs,278dfbb2e5857d6c3b2312cc195e136275f4ee35,37045f83f8f2efa7e4d2bb240ac1d50dbf9003a2be0fb0d35801db95ab75eead,30294,812,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-browser-dom.js,ad6a794b38bbc3f75babfd0bdb983ac3e637d059,bcfa4022e741f8034b841aed76b9ea3f6a64a8e08e4dfa43ba99f8be65a73393,4250,146,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-browser-session.js,0e362d6be1885c302261031128baac8537ca5afe,dddcb8b941f7460aa6a134f7d456b1820747172c12e01de36dab3265b1065cff,3297,123,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-browser.js,bd4d56e36e347fc6f709d549eb9bb193238ec0eb,a608c8b26a0820029e3fe52c536ff52709f230c83ae33247581318abc913893a,434823,11173,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-commit-manual-edits.mjs,8bde46b5074bbbd97cbc25c2ea15f89800499be9,042a016d610edca5293696d40799e7469aa6e968f09dd44cff33ce6d15532642,42136,1241,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-complete.mjs,1cc4e7543c2a91f6f6fe4a66e86482df03b95709,76e5053c7d912d9368b858a9132e6796546871ec8a25bc3dcce5718018026877,2942,75,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-copy-edit-agent.mjs,313ed7f1061278c5ac273dc0036a122115f2b983,d8ec18a339675d252edf878cdfdb96cffb35ece471ec9008a792a302eb529db3,28868,683,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-discard-manual-edits.mjs,aa669fd202b91e34c6d7bdb4b4fe1ba9fba80b60,fa967fe27e442dd6c9b467713dd4a05c5d2189af03ad76b98bae9f6642cda545,1687,51,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-inject.mjs,7c8d91182a90cbdfac2c1d3acec8740f4d4489c3,1e083a34a80afac9c26b4c33003b8947d2f383352fd688547cb1a2cccfd56046,22597,583,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-insert.mjs,0ed3cafeaf98b741c28dca8427812d544ce2476d,f18fd72ac73c56634c317b783487193d7578ff848d42c9eb428a0aa6dd2c81c6,9075,272,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-manual-edit-evidence.mjs,dd10e96dc4169acd67dccc506c1bd8669725d557,3a5959277f0bd86c9c166d08cab5c0eb4bcb40d306cb9dc3e54dc693a2eb6d82,11704,363,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-poll.mjs,740161e10149eec6104a299870a68fa48e93c6bb,836f88f1a8b25f32ac9559e5fc65dfefa045f78d696351e4335634318b1f8960,13963,384,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-resume.mjs,74284d48a052126206cf80826e86a4ecbb77cee9,5f7f88fb6cbcdd5dcf210ace22225dbbe43afee4cf9c7c0e1d8b5b3a1f4b79a2,4459,94,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-server.mjs,27005ef3cae48caba141b9c5c5d2ead9eca7ea14,c6afe0db2009e5da2251d3f94e1ed995ac446404a597ea95b714d73b9b1e478e,42609,1135,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-status.mjs,f7e464999d43696663e71cab5dd89ab1b8947b74,d9186410a2c9671f59396bd315d2f7434f5c35379917c39763a6eb28d76261a8,2104,61,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-target.mjs,498bc55196aeaefd2c9a980e0482b3aef7ca44fe,7f18323b89167804c2d9005d4766b159c81268c9f21daab9fdec24f513f25eb0,934,30,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live-wrap.mjs,438c01b68616adccd551e7c9e7fd09828aee3b5a,48dd1ff1700aa373b48ab287c5dab6de0a482f4a8c6626edd23700ca44ca2589,36005,894,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live.mjs,e0bd1ad242315eeb312f3b429a00d5987a69590a,243c8213e097e6ee2f32cf02a90cf33a5338d9800244bcdbbdc7134e8767e046,10567,297,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/browser-script-parts.mjs,9229e34f8e6e2c1be6f1f6ca1f86ab24206ec6c0,10c31c3ed0f53c73efdd5fcd8a6203e1d85d244cef0b9f4dcf0f3c5df5c3d677,1717,49,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/completion.mjs,986773066fc5fca25bed355b04014568ddd36f7f,471b99f7904deb068ceb915906d628ed1bd6b86fb92e2151142ab321ea545117,969,19,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/event-validation.mjs,0897b13179146947cdae718a873e9806e8760fc3,c0ee57b8306f8b1f31b00961017c849b7f352887bd8c889981805e14b8d2e63c,6308,137,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/insert-ui.mjs,ae54f6f938828d7d08e357adabfadc90cc860e22,c86839fc9be98eadc0ff6afaa6ab010a7539e9af77e8deeba898cb93f7f311f4,15664,458,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/manual-apply.mjs,376958d7db355f8b313873d8aad799f7264035e9,c0e7fc5c3d4a7d6e1d6a8e6f85cbe005e5dc01d77b16fd0735605f287c4c8b66,34898,939,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/manual-edit-routes.mjs,acd250ec493791c985fe49699b4f8c4d2ba242c8,5517c40db7c91a5b24b134f79cb0f87c90e307b2f7831b1de670d60e529557c0,14933,357,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/manual-edits-buffer.mjs,d96ebbe342f8f44c671942284a0f0b3965da3d6e,bbd1aba1b9bc891cba771ee8b891d344542119967ae4666e7147da59de5485fd,5112,152,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/session-store.mjs,affba67c9fe48550a474e029baf91b7d29e70abc,ad775959c72a04826db970d413943bc9d48ff3d5a21a5cd98e5602ea05ba6dc2,10692,289,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/svelte-component.mjs,dc35dc0cec81e9670ab144907397107ab8ed3f02,f3bbda2a05790c82e511e9c316b758b5449dba1e7d34d6a6b29707c7c9da1de2,27899,826,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/sveltekit-adapter.mjs,f5087c189c5cbe0501ede27982faba3a8f36a629,67fa80a699b0aebce62afb682f90ea8b6725d39e4e2f8a244ebe35bc14d76558,9366,274,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/ui-core.mjs,bbb2c5c35e534ba5ec7a418946a1c95244e56872,e8e56f72c17556ee5e20d89818563a868b54bb933341bb0d4ff56db2aadef28b,5541,180,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/live/vocabulary.mjs,5c7b0b713ac8cf5451ce84b3b3914fdb06f53f7f,0a2c5278382906b3b459f268ed40f7b04bc607f88df9133f6d681e94929d2858,3307,36,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/modern-screenshot.umd.js,a9c5208f6b141d3bafdb8eb843d6fcbdcf23e370,bb36665889124a0b6e15f16045265737449c3bdcf2712cdb08af3cfa01563e2b,29290,14,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/palette.mjs,4c3f1751a177ff56ad249f093b872045b5cbb6dc,6e43ef19ede979019ebf86175fed0d6876473ddc1cf6c40c8b310e7ac4c5f45a,58218,633,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.claude/skills/impeccable/scripts/pin.mjs,320d98ce130a5f6413b887acaa0aa55b5c4915da,c3b92fee8ed03e54978fd97da43125dc3b2cb89db92ad6ae82ff7dcb6ba20914,6124,214,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.cursor/rules/agent-sync-briefs.mdc,bfc60d7c5a5520e9a892176657aeae0d02fe0dcd,05bcee5b345910e80c544d7a2022520e02f7e49c4fe1450bd7b63c68a0ce6e33,750,16,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.cursor/rules/auto-push-fixes.mdc,22cb08dd0627b3e0806a0c710bdc7d850bb88b89,3346d06df4e9b2404af4f9ee7ede8774243010cc6919e5c9a78096982913ae09,4470,100,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
.cursor/rules/impeccable-autostart.mdc,aa82763dac60840de118cbb341d71eba47611683,58bf2818f51dfe5f3545ae9760b73e9b3346b9d276bbd1e8716920cfecd15cff,1562,26,text,configuration,root,no,,,,9dfbfaff7189746ed354ea06181799cda4e88db4
